v0101,v0102,v0103,v0103A,v0103B,v0104,v0201,v02A01,v02A02,v02A03,v02B01,v0301,v0302,v04A02,V04A03,V04B01,Exception,route,soortGezag,gezag_ouder1,gezag_ouder2,gezag_niet_ouder1,gezag_niet_ouder2,Index,Uitleg
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,,,,,,,4aee,N,Nee,Nee,Nee,Nee,421,gezag is niet te bepalen omdat de volgende relevante gegevens ontbreken: %s
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,,,,,,4eee,N,Nee,Nee,Nee,Nee,430,gezag is niet te bepalen omdat de volgende relevante gegevens ontbreken: %s
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,,,,,,4aeee,N,Nee,Nee,Nee,Nee,431,gezag is niet te bepalen omdat de volgende relevante gegevens ontbreken: %s
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,1D,,,,,4,V,Nee,Nee,Nee,Nee,450,Ingezeten - minderjarig - categorie 11 ouder1 en een derde - soort gezag is V - Er is sprake van voogdij n.a.v. een gerechtelijke uitspraak over gezag
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,1D,,,,,4a,V,Nee,Nee,Nee,Nee,451,Ingezeten - minderjarig - adoptie NL akte - categorie 11 ouder1 en een derde - soort gezag is V - Er is sprake van voogdij n.a.v. een gerechtelijke uitspraak over gezag na adoptie
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,2D,,,,,5,V,Nee,Nee,Nee,Nee,550,Ingezeten - minderjarig - categorie 11 ouder2 en een derde - soort gezag is V - Er is sprake van voogdij n.a.v. een gerechtelijke uitspraak over gezag
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,2D,,,,,5a,V,Nee,Nee,Nee,Nee,551,Ingezeten - minderjarig - adoptie NL akte - categorie 11 ouder2 en een derde - soort gezag is V - Er is sprake van voogdij n.a.v. een gerechtelijke uitspraak over gezag na adoptie
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,D,,,,,6,V,Nee,Nee,Nee,Nee,650,Ingezeten - minderjarig - categorie 11 een derde - soort gezag is V - Er is sprake van voogdij n.a.v. een gerechtelijke uitspraak over gezag
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,D,,,,,6a,V,Nee,Nee,Nee,Nee,651,Ingezeten - minderjarig - adoptie NL akte - categorie 11 een derde - soort gezag is V - Er is sprake van voogdij n.a.v. een gerechtelijke uitspraak over gezag na adoptie
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,12,,,,,7e,N,Nee,Nee,Nee,Nee,700,gezag is niet te bepalen omdat de volgende relevante gegevens ontbreken: %s
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,12,,,,,7ae,N,Nee,Nee,Nee,Nee,701,gezag is niet te bepalen omdat de volgende relevante gegevens ontbreken: %s
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,12,Nee,,,,7,OG2,Ja,Ja,Nee,Nee,750,Ingezeten - minderjarig - categorie 11 ouder1 en ouder2 - beide ouders bevoegd - soort gezag is OG2 - Op basis van een gerechtelijke uitspraak hebben beide ouders gezag
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,12,Nee,,,,7a,OG2,Ja,Ja,Nee,Nee,751,Ingezeten - minderjarig - adoptie NL akte - categorie 11 ouder1 en ouder2 - beide ouders bevoegd - soort gezag is OG2 - Beide ouders hebben gezag op basis van een gerechtelijke uitspraak na adoptie
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,12,Ja_ouder1,,,,8,OG1,Nee,Ja,Nee,Nee,850,Ingezeten - minderjarig - categorie 11 ouder1 en ouder2 - ouder1 onbevoegd - soort gezag is OG1 - Eén ouder heeft het gezag omdat de andere ouder [is overleden] [onder curatele staat]
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,12,Ja_ouder1,,,,8a,OG1,Nee,Ja,Nee,Nee,851,Ingezeten - minderjarig - adoptie NL akte - categorie 11 ouder1 en ouder2 - ouder1 onbevoegd - soort gezag is OG1 - Eén ouder heeft het gezag omdat de andere ouder [is overleden] [onder curatele staat]
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,12,Ja_ouder2,,,,9,OG1,Ja,Nee,Nee,Nee,950,Ingezeten - minderjarig - categorie 11 ouder1 en ouder2 - ouder2 is onbevoegd - soort gezag is OG1 - Eén ouder heeft het gezag omdat de andere ouder [is overleden] [onder curatele staat]
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,12,Ja_ouder2,,,,9a,OG1,Ja,Nee,Nee,Nee,951,Ingezeten - minderjarig - adoptie NL akte - categorie 11 ouder1 en ouder2 - ouder2 is onbevoegd - soort gezag is OG1 - Eén ouder heeft het gezag omdat de andere ouder [is overleden] [onder curatele staat]
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,12,Ja_beiden_overleden,,,,10oo,G,Nee,Nee,Nee,Nee,1050,Tijdelijk geen gezag omdat beide ouders overleden zijn.
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,12,Ja_ouder_overleden_en_andere_ouder_onder_curatele,,,,10oc,G,Nee,Nee,Nee,Nee,1050,Tijdelijk geen gezag omdat een ouder overleden is en de andere ouder onder curatele staat.
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,12,Ja_ouder_overleden_en_andere_ouder_minderjarig,,,,10om,G,Nee,Nee,Nee,Nee,1050,Tijdelijk geen gezag omdat een ouder overleden is en de andere ouder minderjarig is.
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,12,Ja_beiden_onder_curatele,,,,10cc,G,Nee,Nee,Nee,Nee,1050,Tijdelijk geen gezag omdat beide ouders onder curatele staan.
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,12,Ja_ouder_onder_curatele_en_andere_ouder_minderjarig,,,,10cm,G,Nee,Nee,Nee,Nee,1050,Tijdelijk geen gezag omdat een ouder onder curatele staat en de andere ouder minderjarig is.
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,12,Ja_beiden_minderjarig,,,,10mm,G,Nee,Nee,Nee,Nee,1050,Tijdelijk geen gezag omdat beide ouders minderjarig zijn.
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,12,Ja_beiden_overleden,,,,10aoo,G,Nee,Nee,Nee,Nee,1051,Tijdelijk geen gezag omdat beide ouders overleden zijn.
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,12,Ja_ouder_overleden_en_andere_ouder_onder_curatele,,,,10aoc,G,Nee,Nee,Nee,Nee,1051,Tijdelijk geen gezag omdat een ouder overleden is en de andere ouder onder curatele staat.
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,12,Ja_ouder_overleden_en_andere_ouder_minderjarig,,,,10aom,G,Nee,Nee,Nee,Nee,1051,Tijdelijk geen gezag omdat een ouder overleden is en de andere ouder minderjarig is.
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,12,Ja_beiden_onder_curatele,,,,10acc,G,Nee,Nee,Nee,Nee,1051,Tijdelijk geen gezag omdat beide ouders onder curatele staan.
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,12,Ja_ouder_onder_curatele_en_andere_ouder_minderjarig,,,,10acm,G,Nee,Nee,Nee,Nee,1051,Tijdelijk geen gezag omdat een ouder onder curatele staat en de andere ouder minderjarig is.
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,12,Ja_beiden_minderjarig,,,,10amm,G,Nee,Nee,Nee,Nee,1051,Tijdelijk geen gezag omdat beide ouders minderjarig zijn.
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,1,,,,,11e,N,Nee,Nee,Nee,Nee,1100,gezag is niet te bepalen omdat de volgende relevante gegevens ontbreken: %s
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,1,,,,,11ae,N,Nee,Nee,Nee,Nee,1101,gezag is niet te bepalen omdat de volgende relevante gegevens ontbreken: %s
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,1,,Nee,,,11,OG1,Ja,Nee,Nee,Nee,1150,Ingezeten - minderjarig - categorie 11 ouder1 - beide ouders bevoegd - soort gezag is OG1 
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,1,,Nee,,,11a,OG1,Ja,Nee,Nee,Nee,1151,Ingezeten - minderjarig - adoptie NL akte - categorie 11 ouder1 - beide ouders bevoegd - soort gezag is OG1 
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,1,,Nee_ouder1,,,11o1,OG1,Ja,Nee,Nee,Nee,1160,Ingezeten - minderjarig - categorie 11 ouder1 - ouder1 bevoegd - soort gezag is OG1 
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,1,,Nee_ouder1,,,11ao1,OG1,Ja,Nee,Nee,Nee,1161,Ingezeten - minderjarig - adoptie NL akte - categorie 11 ouder1 - ouder1 bevoegd - soort gezag is OG1 
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,1,,Nee_ouder2,,,11o2,G,Nee,Nee,Nee,Nee,1170,Tijdelijk geen gezag omdat de ouder overleden is.
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,1,,Nee_ouder2,,,11c2,G,Nee,Nee,Nee,Nee,1170,Tijdelijk geen gezag omdat de ouder onder curatele staat.
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,1,,Nee_ouder2,,,11m2,G,Nee,Nee,Nee,Nee,1170,Tijdelijk geen gezag omdat de ouder minderjarig is.
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,1,,Nee_ouder2,,,11ao2,G,Nee,Nee,Nee,Nee,1171,Tijdelijk geen gezag omdat de ouder overleden is.
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,1,,Nee_ouder2,,,11ac2,G,Nee,Nee,Nee,Nee,1171,Tijdelijk geen gezag omdat de ouder onder curatele staat.
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,1,,Nee_ouder2,,,11am2,G,Nee,Nee,Nee,Nee,1171,Tijdelijk geen gezag omdat de ouder minderjarig is.
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,1,,Ja_ouder_overleden,,,12o,G,Nee,Nee,Nee,Nee,1250,Tijdelijk geen gezag omdat de ouder overleden is.
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,1,,Ja_ouder_onder_curatele,,,12c,G,Nee,Nee,Nee,Nee,1250,Tijdelijk geen gezag omdat de ouder onder curatele staat.
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,1,,Ja_ouder_minderjarig,,,12m,G,Nee,Nee,Nee,Nee,1250,Tijdelijk geen gezag omdat de ouder minderjarig is.
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,1,,Ja_ouder_overleden,,,12ao,G,Nee,Nee,Nee,Nee,1251,Tijdelijk geen gezag omdat de ouder overleden is.
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,1,,Ja_ouder_onder_curatele,,,12ac,G,Nee,Nee,Nee,Nee,1251,Tijdelijk geen gezag omdat de ouder onder curatele staat.
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,1,,Ja_ouder_minderjarig,,,12am,G,Nee,Nee,Nee,Nee,1251,Tijdelijk geen gezag omdat de ouder minderjarig is.
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,1,,Ja_beiden_overleden,,,12oo,G,Nee,Nee,Nee,Nee,1250,Tijdelijk geen gezag omdat beide ouders overleden zijn.
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,1,,Ja_ouder_overleden_en_andere_ouder_onder_curatele,,,12oc,G,Nee,Nee,Nee,Nee,1250,Tijdelijk geen gezag omdat een ouder overleden is en de andere ouder onder curatele staat.
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,1,,Ja_ouder_overleden_en_andere_ouder_minderjarig,,,12om,G,Nee,Nee,Nee,Nee,1250,Tijdelijk geen gezag omdat een ouder overleden is en de andere ouder minderjarig is.
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,1,,Ja_beiden_onder_curatele,,,12cc,G,Nee,Nee,Nee,Nee,1250,Tijdelijk geen gezag omdat beide ouders onder curatele staan.
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,1,,Ja_ouder_onder_curatele_en_andere_ouder_minderjarig,,,12cm,G,Nee,Nee,Nee,Nee,1250,Tijdelijk geen gezag omdat een ouder onder curatele staat en de andere ouder minderjarig is.
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,1,,Ja_beiden_minderjarig,,,12mm,G,Nee,Nee,Nee,Nee,1250,Tijdelijk geen gezag omdat beide ouders minderjarig zijn.
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,1,,Ja_beiden_overleden,,,12aoo,G,Nee,Nee,Nee,Nee,1251,Tijdelijk geen gezag omdat beide ouders overleden zijn.
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,1,,Ja_ouder_overleden_en_andere_ouder_onder_curatele,,,12aoc,G,Nee,Nee,Nee,Nee,1251,Tijdelijk geen gezag omdat een ouder overleden is en de andere ouder onder curatele staat.
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,1,,Ja_ouder_overleden_en_andere_ouder_minderjarig,,,12aom,G,Nee,Nee,Nee,Nee,1251,Tijdelijk geen gezag omdat een ouder overleden is en de andere ouder minderjarig is.
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,1,,Ja_beiden_onder_curatele,,,12acc,G,Nee,Nee,Nee,Nee,1251,Tijdelijk geen gezag omdat beide ouders onder curatele staan.
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,1,,Ja_ouder_onder_curatele_en_andere_ouder_minderjarig,,,12acm,G,Nee,Nee,Nee,Nee,1251,Tijdelijk geen gezag omdat een ouder onder curatele staat en de andere ouder minderjarig is.
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,1,,Ja_beiden_minderjarig,,,12amm,G,Nee,Nee,Nee,Nee,1251,Tijdelijk geen gezag omdat beide ouders minderjarig zijn.
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,2,,,,,13e,N,Nee,Nee,Nee,Nee,1300,gezag is niet te bepalen omdat de volgende relevante gegevens ontbreken: %s
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,2,,,,,13ae,N,Nee,Nee,Nee,Nee,1301,gezag is niet te bepalen omdat de volgende relevante gegevens ontbreken: %s
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,2,,Nee,,,13,OG1,Nee,Ja,Nee,Nee,1350,Ingezeten - minderjarig - categorie 11 ouder2 - beide ouders bevoegd - soort gezag is OG1 
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,2,,Nee,,,13a,OG1,Nee,Ja,Nee,Nee,1351,Ingezeten - minderjarig - adoptie NL akte - categorie 11 ouder2 - beide ouders bevoegd - soort gezag is OG1 
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,2,,Nee_ouder1,,,13o1,G,Nee,Nee,Nee,Nee,1360,Tijdelijk geen gezag omdat de ouder overleden is.
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,2,,Nee_ouder1,,,13c1,G,Nee,Nee,Nee,Nee,1360,Tijdelijk geen gezag omdat de ouder onder curatele staat.
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,2,,Nee_ouder1,,,13m1,G,Nee,Nee,Nee,Nee,1360,Tijdelijk geen gezag omdat de ouder minderjarig is.
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,2,,Nee_ouder1,,,13ao1,G,Nee,Nee,Nee,Nee,1361,Tijdelijk geen gezag omdat de ouder overleden is.
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,2,,Nee_ouder1,,,13ac1,G,Nee,Nee,Nee,Nee,1361,Tijdelijk geen gezag omdat de ouder onder curatele staat.
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,2,,Nee_ouder1,,,13am1,G,Nee,Nee,Nee,Nee,1361,Tijdelijk geen gezag omdat de ouder minderjarig is.
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,2,,Nee_ouder2,,,13o2,OG1,Nee,Ja,Nee,Nee,1370,Ingezeten - minderjarig - categorie 11 ouder2 - ouder1 onbevoegd - soort gezag is OG1 
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,2,,Nee_ouder2,,,13ao2,OG1,Nee,Ja,Nee,Nee,1371,Ingezeten - minderjarig - adoptie NL akte - categorie 11 ouder2 - ouder1 onbevoegd - soort gezag is OG1 
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,2,,Ja_ouder_overleden,,,14o,G,Nee,Nee,Nee,Nee,1450,Tijdelijk geen gezag omdat de ouder overleden is.
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,2,,Ja_ouder_onder_curatele,,,14c,G,Nee,Nee,Nee,Nee,1450,Tijdelijk geen gezag omdat de ouder onder curatele staat.
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,2,,Ja_ouder_minderjarig,,,14m,G,Nee,Nee,Nee,Nee,1450,Tijdelijk geen gezag omdat de ouder minderjarig is.
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,2,,Ja_ouder_overleden,,,14ao,G,Nee,Nee,Nee,Nee,1451,Tijdelijk geen gezag omdat de ouder overleden is.
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,2,,Ja_ouder_onder_curatele,,,14ac,G,Nee,Nee,Nee,Nee,1451,Tijdelijk geen gezag omdat de ouder onder curatele staat.
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,2,,Ja_ouder_minderjarig,,,14am,G,Nee,Nee,Nee,Nee,1451,Tijdelijk geen gezag omdat de ouder minderjarig is.
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,2,,Ja_beiden_overleden,,,14oo,G,Nee,Nee,Nee,Nee,1450,Tijdelijk geen gezag omdat beide ouders overleden zijn.
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,2,,Ja_ouder_overleden_en_andere_ouder_onder_curatele,,,14oc,G,Nee,Nee,Nee,Nee,1450,Tijdelijk geen gezag omdat een ouder overleden is en de andere ouder onder curatele staat.
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,2,,Ja_ouder_overleden_en_andere_ouder_minderjarig,,,14om,G,Nee,Nee,Nee,Nee,1450,Tijdelijk geen gezag omdat een ouder overleden is en de andere ouder minderjarig is.
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,2,,Ja_beiden_onder_curatele,,,14cc,G,Nee,Nee,Nee,Nee,1450,Tijdelijk geen gezag omdat beide ouders onder curatele staan.
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,2,,Ja_ouder_onder_curatele_en_andere_ouder_minderjarig,,,14cm,G,Nee,Nee,Nee,Nee,1450,Tijdelijk geen gezag omdat een ouder onder curatele staat en de andere ouder minderjarig is.
Ja,Ja,Nee,Nee,,Ja,,,,,,Nee,2,,Ja_beiden_minderjarig,,,14mm,G,Nee,Nee,Nee,Nee,1450,Tijdelijk geen gezag omdat beide ouders minderjarig zijn.
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,2,,Ja_beiden_overleden,,,14aoo,G,Nee,Nee,Nee,Nee,1451,Tijdelijk geen gezag omdat beide ouders overleden zijn.
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,2,,Ja_ouder_overleden_en_andere_ouder_onder_curatele,,,14aoc,G,Nee,Nee,Nee,Nee,1451,Tijdelijk geen gezag omdat een ouder overleden is en de andere ouder onder curatele staat.
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,2,,Ja_ouder_overleden_en_andere_ouder_minderjarig,,,14aom,G,Nee,Nee,Nee,Nee,1451,Tijdelijk geen gezag omdat een ouder overleden is en de andere ouder minderjarig is.
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,2,,Ja_beiden_onder_curatele,,,14acc,G,Nee,Nee,Nee,Nee,1451,Tijdelijk geen gezag omdat beide ouders onder curatele staan.
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,2,,Ja_ouder_onder_curatele_en_andere_ouder_minderjarig,,,14acm,G,Nee,Nee,Nee,Nee,1451,Tijdelijk geen gezag omdat een ouder onder curatele staat en de andere ouder minderjarig is.
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Nee,2,,Ja_beiden_minderjarig,,,14amm,G,Nee,Nee,Nee,Nee,1451,Tijdelijk geen gezag omdat beide ouders minderjarig zijn.
Ja,Ja,Nee,Nee,,Ja,,,,,,Ja,,,,,,15e,N,Nee,Nee,Nee,Nee,1500,gezag niet bepalen omdat relevante gevens ontbreken bij het bepalen van het aantal ouders. Het gaat om de volgende gegevens: %s
Ja,Ja,Nee,Ja,Ja,Ja,,,,,,Ja,,,,,,15ae,N,Nee,Nee,Nee,Nee,1501,gezag niet bepalen omdat relevante gevens ontbreken bij het bepalen van het aantal ouders. Het gaat om de volgende gegevens: %s
Ja,Ja,Nee,Nee,,Ja,Geen_ouders,,,,,Ja,,,,,,15,G,Nee,Nee,Nee,Nee,1550,Tijdelijk geen gezag omdat beide ouders onbekend zijn.
Ja,Ja,Nee,Ja,Ja,Ja,Geen_ouders,,,,,Ja,,,,,,15a,G,Nee,Nee,Nee,Nee,1551,Tijdelijk geen gezag omdat beide ouders onbekend zijn.
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,,,,,Ja,,,,,,16e,N,Nee,Nee,Nee,Nee,1600,gezag is niet te bepalen omdat relevante gegevens ontbreken bij het bepalen van huwelijk/partnerschap van de ouder(s). Het gaat om de volgende gegevens: %s
Ja,Ja,Nee,Ja,Ja,Ja,Twee_ouders,,,,,Ja,,,,,,16ae,N,Nee,Nee,Nee,Nee,1601,gezag is niet te bepalen omdat relevante gegevens ontbreken bij het bepalen van huwelijk/partnerschap van de ouder(s). Het gaat om de volgende gegevens: %s
Ja,Ja,Nee,Nee,,Ja,1_of_2_puntouders,,,,,Ja,,,,,,16,N,Nee,Nee,Nee,Nee,1650,gezag is niet te bepalen omdat één of meer ouders onbekend zijn.
Ja,Ja,Nee,Ja,Ja,Ja,1_of_2_puntouders,,,,,Ja,,,,,,16a,N,Nee,Nee,Nee,Nee,1651,gezag is niet te bepalen omdat één of meer ouders onbekend zijn.
Ja,Ja,Nee,Nee,,Ja,Een_ouder,,,,,Ja,,,,,,17e,N,Nee,Nee,Nee,Nee,1700,gezag is niet te bepalen omdat relevante gegevens ontbreken bij het bepalen van huwelijk/partnerschap van de ouder(s). Het gaat om de volgende gegevens: %s
Ja,Ja,Nee,Ja,Ja,Ja,Een_ouder,,,,,Ja,,,,,,17ae,N,Nee,Nee,Nee,Nee,1701,gezag is niet te bepalen omdat relevante gegevens ontbreken bij het bepalen van huwelijk/partnerschap van de ouder(s). Het gaat om de volgende gegevens: %s
Ja,Ja,Nee,Nee,,Ja,Een_ouder,,,,Nee,Ja,,,,,,17ee,N,Nee,Nee,Nee,Nee,1710,gezag is niet te bepalen omdat bij bepaling van de bevoegdheid van de ouder relevante gegevens ontbreken. Het gaat om de volgende gegevens: %s
Ja,Ja,Nee,Ja,Ja,Ja,Een_ouder,,,,Nee,Ja,,,,,,17aee,N,Nee,Nee,Nee,Nee,1711,gezag is niet te bepalen omdat bij bepaling van de bevoegdheid van de ouder relevante gegevens ontbreken. Het gaat om de volgende gegevens: %s
Ja,Ja,Nee,Nee,,Ja,Een_ouder,,,,Nee,Ja,,,Ja_ouder_overleden,,,17o,G,Nee,Nee,Nee,Nee,1750,Tijdelijk geen gezag omdat de ouder overleden is.
Ja,Ja,Nee,Nee,,Ja,Een_ouder,,,,Nee,Ja,,,Ja_ouder_onder_curatele,,,17c,G,Nee,Nee,Nee,Nee,1750,Tijdelijk geen gezag omdat de ouder onder curatele staat.
Ja,Ja,Nee,Nee,,Ja,Een_ouder,,,,Nee,Ja,,,Ja_ouder_minderjarig,,,17m,G,Nee,Nee,Nee,Nee,1750,Tijdelijk geen gezag omdat de ouder minderjarig is.
Ja,Ja,Nee,Ja,Ja,Ja,Een_ouder,,,,Nee,Ja,,,Ja_ouder_overleden,,,17ao,G,Nee,Nee,Nee,Nee,1751,Tijdelijk geen gezag omdat de ouder overleden is.
Ja,Ja,Nee,Ja,Ja,Ja,Een_ouder,,,,Nee,Ja,,,Ja_ouder_onder_curatele,,,17ac,G,Nee,Nee,Nee,Nee,1751,Tijdelijk geen gezag omdat de ouder onder curatele staat.
Ja,Ja,Nee,Ja,Ja,Ja,Een_ouder,,,,Nee,Ja,,,Ja_ouder_minderjarig,,,17am,G,Nee,Nee,Nee,Nee,1751,Tijdelijk geen gezag omdat de ouder minderjarig is.
Ja,Ja,Nee,Nee,,Ja,Een_ouder,,,,Nee,Ja,,,Nee,,,18,N,Nee,Nee,Nee,Nee,1850,gezag kan niet worden bepaald omdat niet kan worden vastgesteld welke ouder de geboortemoeder is.
