v0101,v0102,v0103,v0103A,v0103B,v0104,v0201,v02A01,v02A02,v02A03,v02B01,v0301,v0302,v04A02,V04A03,V04B01,Exception,route,soortGezag,gezag_ouder1,gezag_ouder2,gezag_niet_ouder1,gezag_niet_ouder2,Index,Uitleg
Ja,Ja,Nee,Nee,,Ja,Een_ouder,,,,Nee,Ja,,,Nee_ouder1,,,18o1,OG1,Ja,Nee,Nee,Nee,35,Minderjarig; categorie 11 en recentere gebeurtenis(sen); ouder ingeschreven als ouder1; is niet gehuwd of partnerschap => soort gezag is OG1 en ouder1 heeft gezag
Ja,Ja,Nee,Nee,,Ja,Een_ouder,,,,Nee,Ja,,,Nee_ouder2,,,18o2,OG1,Nee,Ja,Nee,Nee,36,Minderjarig; categorie 11 en recentere gebeurtenis(sen); ouder ingeschreven als ouder2; is niet gehuwd of partnerschap => soort gezag is OG1 en ouder2 heeft gezag
Ja,Ja,Nee,Nee,,Ja,Een_ouder,,,,Ja,Ja,,,,,,19i,N,Nee,Nee,Nee,Nee,37,Minderjarig; categorie 11 en recentere gebeurtenis(sen); ouder is gehuwd of partnerschap; bij bepalen bevoegdheid tot gezag gegevens in onderzoek => soort gezag is N kan niet bepalen 
Ja,Ja,Nee,Nee,,Ja,Een_ouder,,,,Ja,Ja,,,,Nee,,19,GG,Ja,Ja,Ja,Ja,38,Minderjarig; categorie 11 en recentere gebeurtenis(sen); ouder is gehuwd of partnerschap; ouder en partner zijn bevoegd tot gezag => soort gezag is GG en ouder en partner hebben gezag
Ja,Ja,Nee,Nee,,Ja,Een_ouder,,,,Ja,Ja,,,,Ja_nietouder1,,20no1,OG1,Ja,Nee,Nee,Nee,39,Minderjarig; categorie 11 en recentere gebeurtenis(sen); ouder ingeschreven als ouder1; ouder is gehuwd of partnerschap; partner is onbevoegd tot gezag => soort gezag is OG1 en ouder1 heeft het gezag
Ja,Ja,Nee,Nee,,Ja,Een_ouder,,,,Ja,Ja,,,,Ja_nietouder2,,20no2,OG1,Nee,Ja,Nee,Nee,40,Minderjarig; categorie 11 en recentere gebeurtenis(sen); ouder ingeschreven als ouder2; ouder is gehuwd of partnerschap; partner is onbevoegd tot gezag => soort gezag is OG1 en ouder2 heeft het gezag
Ja,Ja,Nee,Nee,,Ja,Een_ouder,,,,Ja,Ja,,,,Ja_ouder1,,21o1,V,Nee,Nee,Ja,Nee,41,Minderjarig; categorie 11 en recentere gebeurtenis(sen); ouder ingeschreven als ouder1; ouder is gehuwd of partnerschap; ouder is onbevoegd tot gezag => soort gezag is OG1 en de partner van ouder1 heeft het gezag
Ja,Ja,Nee,Nee,,Ja,Een_ouder,,,,Ja,Ja,,,,Ja_ouder2,,21o2,V,Nee,Nee,Nee,Ja,42,Minderjarig; categorie 11 en recentere gebeurtenis(sen); ouder ingeschreven als ouder2; ouder is gehuwd of partnerschap; ouder is onbevoegd tot gezag => soort gezag is V en de partner van ouder2 is voogd
Ja,Ja,Nee,Nee,,Ja,Een_ouder,,,,Ja,Ja,,,,Ja_beiden,,22,G,Nee,Nee,Nee,Nee,43,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft 1 ouder; ouder is gehuwd of partnerschap; ouder en partner zijn niet bevoegd tot gezag => soort gezag is G tijdelijk geen gezag
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,,,,,,,,,,,23i,N,Nee,Nee,Nee,Nee,44,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee gescheiden ouders; bij de bepaling bevoegdheid tot gezag zijn relevante gegevens in onderzoek; gezag is N kan niet bepaald worden
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_gescheiden,,,,Ja,,Nee,,,,23,OG2,Ja,Ja,Nee,Nee,45,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee gescheiden ouders; beide ouders zijn bevoegd tot gezag => soort gezag is OG2 en beide ouders hebben gezag
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_gescheiden,,,,Ja,,Ja_ouder1,,,,24,OG1,Nee,Ja,Nee,Nee,46,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee gescheiden ouders; ouder1 is onbevoegd tot gezag; gezag is OG1 en ouder 2 heeft het gezag;
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_gescheiden,,,,Ja,,Ja_ouder2,,,,25,OG1,Ja,Nee,Nee,Nee,47,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee gescheiden ouders; ouder2 is onbevoegd tot gezag; gezag is OG1 en ouder 1 heeft het gezag;
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_gescheiden,,,,Ja,,Ja_beiden,,,,26,G,Nee,Nee,Nee,Nee,48,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee gescheiden ouders; beide ouders zijn niet bevoegd tot gezag => soort gezag is G tijdelijk geen gezag
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Ja,,,,Ja,,,,,,27i,N,Nee,Nee,Nee,Nee,49,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee gehuwde ouders; bij de bepaling bevoegdheid tot gezag zijn relevante gegevens in onderzoek; gezag is N kan niet bepaald worden
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Ja,,,,Ja,,Nee,,,,27,OG2,Ja,Ja,Nee,Nee,50,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee gehuwde ouders; beide ouders zijn bevoegd tot gezag => soort gezag is OG2 en beide ouders hebben gezag
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Ja,,,,Ja,,Ja_ouder1,,,,28,OG1,Nee,Ja,Nee,Nee,51,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee gehuwde ouders; ouder1 is onbevoegd tot gezag; gezag is OG1 en ouder 2 heeft het gezag
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Ja,,,,Ja,,Ja_ouder2,,,,29,OG1,Ja,Nee,Nee,Nee,52,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee gehuwde ouders; ouder2 is onbevoegd tot gezag; gezag is OG1 en ouder 1 heeft het gezag
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Ja,,,,Ja,,Ja_beiden,,,,30,G,Nee,Nee,Nee,Nee,53,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee gehuwde ouders; beide ouders zijn niet bevoegd tot gezag => soort gezag is G tijdelijk geen gezag
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Ja,,,Ja,,,,,,31i,N,Nee,Nee,Nee,Nee,54,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; kind is geadopteerd; bij het bepalen van bevoegdheid tot gezag bij ouders zijn relevante gegevens in onderzoek => soort gezag is N kan niet bepaald worden
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Nee,,,Ja,,,,,,31ii,N,Nee,Nee,Nee,Nee,55,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; kind is geadopteerd; bij het bepalen van bevoegdheid tot gezag bij ouders zijn relevante gegevens in onderzoek => soort gezag is N kan niet bepaald worden
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Nee,Voor,,Ja,,,,,,31iii,N,Nee,Nee,Nee,Nee,56,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; erkenning voor 20230101 dus 1 ouder heeft gezag; bij het bepalen van bevoegdheid tot gezag bij ouders gegevens in onderzoek => soort gezag is N kan niet bepaald worden
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Nee,Voor,,Ja,,,Ja,,,31,G,Nee,Nee,Nee,Nee,57,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; erkenning voor 20230101 dus 1 ouder heeft gezag; beide ouders zijn niet bevoegd tot gezag =>  soort gezag is G tijdelijk geen gezag
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Nee,Na,,Ja,,Ja_ouder1,,,,31n1,OG1,Nee,Ja,Nee,Nee,58,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; erkenning na 20230101 dus beide ouders komen in aanmerking voor gezag; ouder1 is onbevoegd tot gezag => soort gezag is OG1 en ouder2 heeft het gezag
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Nee,Na,,Ja,,Ja_ouder2,,,,31n2,OG1,Ja,Nee,Nee,Nee,59,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; erkenning na 20230101 dus beide ouders komen in aanmerking voor gezag; ouder2 is onbevoegd tot gezag => soort gezag is OG1 en ouder1 heeft het gezag
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Nee,Na,,Ja,,Ja_beiden,,,,31nb,G,Nee,Nee,Nee,Nee,60,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; erkenning na 20230101 dus beide ouders komen in aanmerking voor gezag; beide ouders zijn niet bevoegd tot gezag =>  soort gezag is G tijdelijk geen gezag
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Nee,Na,,Ja,,,,,,31ni,N,Nee,Nee,Nee,Nee,61,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; erkenning na 20230101 dus beide ouders komen in aanmerking voor gezag; gezag kan niet bepaald worden => soort gezag is N kan niet worden bepaald
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Nee,Voor,,Ja,,,Nee,,,32,N,Nee,Nee,Nee,Nee,62,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; erkenning voor 20230101 dus 1 ouder heeft gezag; er kan niet bepaald worden welke ouder het betreft; Soort gezag wordt N kan niet bepalen
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Nee,Voor,,Ja,,,Nee_ouder1,,,32o1,OG1,Ja,Nee,Nee,Nee,66,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; erkenning voor 20230101 dus 1 ouder heeft gezag; ouder1 is bevoegd tot gezag =>  soort gezag is OG1 en ouder1 heeft het gezag
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Nee,Voor,,Ja,,,Nee_ouder2,,,32o2,OG1,Nee,Ja,Nee,Nee,67,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; erkenning voor 20230101 dus 1 ouder heeft gezag; ouder2 is bevoegd tot gezag =>  soort gezag is OG1 en ouder2 heeft het gezag
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Ja,,,Ja,,,,,,33i,N,Nee,Nee,Nee,Nee,68,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; kind is geadopteerd; bij het bepalen van bevoegdheid to gezag bij ouders zijn relevante gegevens in onderzoek  => soort gezag is N kan niet bepaald worden
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Ja,,,Ja,,Nee,,,,33,OG2,Ja,Ja,Nee,Nee,69,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; kind is geadopteerd; beide ouders zijn bevoegd tot gezag => soort gezag is OG2 en beide ouders hebben gezag
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Ja,,,Ja,,Ja_ouder1,,,,34,OG1,Nee,Ja,Nee,Nee,70,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; kind is geadopteerd; ouder1 is onbevoegd tot gezag => soort gezag is OG1 en ouder2 heeft gezag
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Ja,,,Ja,,Ja_ouder2,,,,35,OG1,Ja,Nee,Nee,Nee,71,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; kind is geadopteerd; ouder2 is onbevoegd tot gezag => soort gezag is OG1 en ouder1 heeft gezag
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Ja,,,Ja,,Ja_beiden,,,,36,G,Nee,Nee,Nee,Nee,72,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; kind is geadopteerd; beide ouders zijn niet bevoegd tot gezag  => soort gezag is G tijdelijk geen gezag
Ja,Ja,Nee,Nee,,Nee,,,,,,,,,,,,37i,N,Nee,Nee,Nee,Nee,73,Minderjarig; gegevens ouder(s) in onderzoek => soort gezag is N kan niet bepaald worden
Ja,Ja,Nee,Nee,,Nee,Geen_ouders,,,,,,,,,,,37,G,Nee,Nee,Nee,Nee,74,Minderjarig; heeft geen ouders => soort gezag is G tijdelijk geen gezag
Ja,Ja,Nee,Nee,,Nee,1_of_2_puntouders,,,,,,,,,,,38,N,Nee,Nee,Nee,Nee,75,Minderjarig; Heeft 1 of meer puntouders => soort gezag is N kan niet bepalen;
Ja,Ja,Nee,Nee,,Nee,Een_ouder,,,,,,,,,,,39i,N,Nee,Nee,Nee,Nee,76,Minderjarig; heeft 1 ouder; gegevens van ouder in onderzoek => soort gezag is N kan niet bepalen
Ja,Ja,Nee,Nee,,Nee,Een_ouder,,,,Nee,,,,,,,39ii,N,Nee,Nee,Nee,Nee,77,Minderjarig; heeft 1 ouder; ouder niet gehuwd of partner; gegevens van ouder in onderzoek => soort gezag is N kan niet bepalen
Ja,Ja,Nee,Nee,,Nee,Een_ouder,,,,Nee,,,,Ja,,,39,G,Nee,Nee,Nee,Nee,78,Minderjarig; heeft 1 ouder; ouder niet gehuwd of partner; ouder is niet bevoegd tot gezag => soort gezag is G tijdelijk geen gezag
Ja,Ja,Nee,Nee,,Nee,Een_ouder,,,,Nee,,,,Nee,,,40,N,Nee,Nee,Nee,Nee,79,Minderjarig; ouder ingeschreven als ouder1 of ouder2; is niet gehuwd of partnerschap; ouder1 en ouder2 bevoegd tot gezag => soort gezag is N en kan niet bepalen; situatie mag niet voorkomen
Ja,Ja,Nee,Nee,,Nee,Een_ouder,,,,Nee,,,,Nee_ouder1,,,40o1,OG1,Ja,Nee,Nee,Nee,80,Minderjarig; ouder ingeschreven als ouder1; is niet gehuwd of partnerschap => soort gezag is OG1 en ouder1 heeft gezag
Ja,Ja,Nee,Nee,,Nee,Een_ouder,,,,Nee,,,,Nee_ouder2,,,40o2,OG1,Nee,Ja,Nee,Nee,81,Minderjarig; ouder ingeschreven als ouder2; is niet gehuwd of partnerschap => soort gezag is OG1 en ouder2 heeft gezag
Ja,Ja,Nee,Nee,,Nee,Een_ouder,,,,Ja,,,,,,,41i,N,Nee,Nee,Nee,Nee,82,Minderjarig; ouder is gehuwd of partnerschap; bij bepalen bevoegdheid tot gezag gegevens in onderzoek => soort gezag is N kan niet bepaald worden
Ja,Ja,Nee,Nee,,Nee,Een_ouder,,,,Ja,,,,,Nee,,41,GG,Ja,Ja,Ja,Ja,83,Minderjarig; ouder is gehuwd of partnerschap; ouder en partner zijn bevoegd tot gezag => soort gezag is GG en ouder en partner hebben gezag
Ja,Ja,Nee,Nee,,Nee,Een_ouder,,,,Ja,,,,,Ja_nietouder1,,42no1,OG1,Ja,Nee,Nee,Nee,84,Minderjarig; ouder ingeschreven als ouder1; ouder is gehuwd of partnerschap; partner is onbevoegd tot gezag => soort gezag is OG1 en ouder1 heeft het gezag
Ja,Ja,Nee,Nee,,Nee,Een_ouder,,,,Ja,,,,,Ja_nietouder2,,42no2,OG1,Nee,Ja,Nee,Nee,85,Minderjarig; ouder ingeschreven als ouder2; ouder is gehuwd of partnerschap; partner is onbevoegd tot gezag => soort gezag is OG1 en ouder2 heeft het gezag
Ja,Ja,Nee,Nee,,Nee,Een_ouder,,,,Ja,,,,,Ja_ouder1,,43o1,V,Nee,Nee,Ja,Nee,86,Minderjarig; ouder ingeschreven als ouder1; ouder is gehuwd of partnerschap; ouder is onbevoegd tot gezag => soort gezag is V en de partner van ouder1 is voogd
Ja,Ja,Nee,Nee,,Nee,Een_ouder,,,,Ja,,,,,Ja_ouder2,,43o2,V,Nee,Nee,Nee,Ja,87,Minderjarig; ouder ingeschreven als ouder2; ouder is gehuwd of partnerschap; ouder is onbevoegd tot gezag => soort gezag is V en de partner van ouder2 is voogd
Ja,Ja,Nee,Nee,,Nee,Een_ouder,,,,Ja,,,,,Ja_beiden,,44,G,Nee,Nee,Nee,Nee,88,Minderjarig; heeft 1 ouder; ouder is gehuwd of partnerschap; ouder en partner zijn niet bevoegd tot gezag => soort gezag is G tijdelijk geen gezag
Ja,Ja,Nee,Nee,,Nee,Twee_ouders,,,,,,,,,,,45i,N,Nee,Nee,Nee,Nee,89,Minderjarig; heeft 2 ouders; er zijn belangrijke gegevens bij v02A01 in onderzoek; gezag kan niet bepaald worden => soort gezag is N kan niet bepalen
Ja,Ja,Nee,Nee,,Nee,Twee_ouders,Nee_gescheiden,,,,,,,,,,45ii,N,Nee,Nee,Nee,Nee,90,Minderjarig; heeft 2 ouders; er zijn belangrijke gegevens bij v04A02 in onderzoek; gezag kan niet bepaald worden =>  soort gezag is N kan niet bepalen
Ja,Ja,Nee,Nee,,Nee,Twee_ouders,Nee_gescheiden,,,,,,Nee,,,,45,OG2,Ja,Ja,Nee,Nee,91,Minderjarig; heeft twee gescheiden ouders => soort gezag is OG2 en beide ouders hebben het gezag;
Ja,Ja,Nee,Nee,,Nee,Twee_ouders,Nee_gescheiden,,,,,,Ja_ouder1,,,,46,OG1,Nee,Ja,Nee,Nee,92,Minderjarig; heeft twee gescheiden ouders; ouder1 is onbevoegd tot gezag; gezag is OG1 en ouder 2 heeft het gezag;
Ja,Ja,Nee,Nee,,Nee,Twee_ouders,Nee_gescheiden,,,,,,Ja_ouder2,,,,47,OG1,Ja,Nee,Nee,Nee,93,Minderjarig; heeft twee gescheiden ouders; ouder2 is onbevoegd tot gezag; gezag is OG1 en ouder 1 heeft het gezag;
Ja,Ja,Nee,Nee,,Nee,Twee_ouders,Nee_gescheiden,,,,,,Ja_beiden,,,,48,G,Nee,Nee,Nee,Nee,94,Minderjarig; heeft twee gescheiden ouders; beide ouders zijn niet bevoegd tot gezag => soort gezag is G tijdelijk geen gezag
Ja,Ja,Nee,Nee,,Nee,Twee_ouders,Ja,,,,,,,,,,49i,N,Nee,Nee,Nee,Nee,95,Minderjarig; heeft twee gescheiden ouders; er zijn belangrijke gegevens bij v04A02 in onderzoek; gezag kan niet bepaald worden dus soort gezag is N;
Ja,Ja,Nee,Nee,,Nee,Twee_ouders,Ja,,,,,,Nee,,,,49,OG2,Ja,Ja,Nee,Nee,96,Minderjarig; heeft twee ongehuwde ouders; kind is geadopteerd; beide ouders zijn bevoegd tot gezag => soort gezag is OG2 en beide ouders hebben gezag
Ja,Ja,Nee,Nee,,Nee,Twee_ouders,Ja,,,,,,Ja_ouder1,,,,50,OG1,Nee,Ja,Nee,Nee,97,Minderjarig; heeft twee gehuwde ouders; ouder1 is onbevoegd tot gezag; gezag is OG1 en ouder 2 heeft het gezag;
Ja,Ja,Nee,Nee,,Nee,Twee_ouders,Ja,,,,,,Ja_ouder2,,,,51,OG1,Ja,Nee,Nee,Nee,98,Minderjarig; heeft twee gehuwde ouders; ouder2 is onbevoegd tot gezag; gezag is OG1 en ouder 1 heeft het gezag;
